Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
81,80,7,8,73,73,13,Train/13/00013_00015_00013.png
85,81,8,7,78,74,13,Train/13/00013_00015_00014.png
89,84,8,7,82,77,13,Train/13/00013_00015_00015.png
92,85,9,7,84,78,13,Train/13/00013_00015_00016.png
93,88,9,8,85,80,13,Train/13/00013_00015_00017.png
96,93,9,9,88,84,13,Train/13/00013_00015_00018.png
97,94,8,9,89,85,13,Train/13/00013_00015_00019.png
106,98,10,9,97,89,13,Train/13/00013_00015_00020.png
109,99,10,8,100,90,13,Train/13/00013_00015_00021.png
114,105,10,10,104,96,13,Train/13/00013_00015_00022.png
117,106,10,9,106,97,13,Train/13/00013_00015_00023.png
119,108,10,10,108,99,13,Train/13/00013_00015_00024.png
122,112,10,9,112,102,13,Train/13/00013_00015_00025.png
125,116,11,10,115,105,13,Train/13/00013_00015_00026.png
131,120,11,10,120,110,13,Train/13/00013_00015_00027.png
135,123,11,10,124,113,13,Train/13/00013_00015_00028.png
147,133,13,12,135,122,13,Train/13/00013_00015_00029.png
34,33,5,6,29,28,13,Train/13/00013_00016_00000.png
35,33,5,5,30,28,13,Train/13/00013_00016_00001.png
36,33,5,5,31,28,13,Train/13/00013_00016_00002.png
37,34,5,5,32,29,13,Train/13/00013_00016_00003.png
40,36,5,5,35,31,13,Train/13/00013_00016_00004.png
41,36,6,5,36,31,13,Train/13/00013_00016_00005.png
40,35,6,5,35,30,13,Train/13/00013_00016_00006.png
41,38,5,5,36,33,13,Train/13/00013_00016_00007.png
43,41,5,6,38,36,13,Train/13/00013_00016_00008.png
45,40,6,5,40,35,13,Train/13/00013_00016_00009.png
45,42,5,6,40,37,13,Train/13/00013_00016_00010.png
46,43,5,6,41,38,13,Train/13/00013_00016_00011.png
50,44,6,6,45,39,13,Train/13/00013_00016_00012.png
50,45,5,5,45,40,13,Train/13/00013_00016_00013.png
52,48,5,6,47,43,13,Train/13/00013_00016_00014.png
55,50,6,6,50,45,13,Train/13/00013_00016_00015.png
55,51,5,6,50,46,13,Train/13/00013_00016_00016.png
58,54,5,6,53,49,13,Train/13/00013_00016_00017.png
59,55,5,5,54,50,13,Train/13/00013_00016_00018.png
62,58,5,5,57,53,13,Train/13/00013_00016_00019.png
70,62,7,5,64,57,13,Train/13/00013_00016_00020.png
71,64,6,5,65,59,13,Train/13/00013_00016_00021.png
75,71,6,6,69,65,13,Train/13/00013_00016_00022.png
82,76,7,6,75,70,13,Train/13/00013_00016_00023.png
93,84,9,7,85,77,13,Train/13/00013_00016_00024.png
96,88,8,7,88,81,13,Train/13/00013_00016_00025.png
107,96,10,8,98,88,13,Train/13/00013_00016_00026.png
120,111,10,10,110,102,13,Train/13/00013_00016_00027.png
134,123,11,10,123,113,13,Train/13/00013_00016_00028.png
160,142,14,12,147,130,13,Train/13/00013_00016_00029.png
42,37,6,6,37,32,13,Train/13/00013_00017_00000.png
42,39,6,6,37,34,13,Train/13/00013_00017_00001.png
42,40,5,6,37,35,13,Train/13/00013_00017_00002.png
44,42,5,6,39,37,13,Train/13/00013_00017_00003.png
45,44,5,6,40,39,13,Train/13/00013_00017_00004.png
45,44,5,6,40,39,13,Train/13/00013_00017_00005.png
47,46,6,6,42,41,13,Train/13/00013_00017_00006.png
47,47,5,6,42,42,13,Train/13/00013_00017_00007.png
48,47,5,6,43,42,13,Train/13/00013_00017_00008.png
52,46,6,5,47,41,13,Train/13/00013_00017_00009.png
54,48,6,5,49,43,13,Train/13/00013_00017_00010.png
54,50,5,6,49,45,13,Train/13/00013_00017_00011.png
56,51,6,6,51,46,13,Train/13/00013_00017_00012.png
58,53,5,5,53,48,13,Train/13/00013_00017_00013.png
58,54,5,6,53,49,13,Train/13/00013_00017_00014.png
62,58,5,6,57,53,13,Train/13/00013_00017_00015.png
63,58,6,5,58,53,13,Train/13/00013_00017_00016.png
64,59,5,5,59,54,13,Train/13/00013_00017_00017.png
68,60,7,5,62,55,13,Train/13/00013_00017_00018.png
70,62,6,5,64,57,13,Train/13/00013_00017_00019.png
73,64,7,5,67,59,13,Train/13/00013_00017_00020.png
74,69,6,7,68,63,13,Train/13/00013_00017_00021.png
81,73,8,7,74,67,13,Train/13/00013_00017_00022.png
83,74,8,6,76,68,13,Train/13/00013_00017_00023.png
84,80,8,8,77,73,13,Train/13/00013_00017_00024.png
87,82,7,8,80,75,13,Train/13/00013_00017_00025.png
93,82,8,8,85,75,13,Train/13/00013_00017_00026.png
98,86,9,8,90,79,13,Train/13/00013_00017_00027.png
107,94,10,9,98,86,13,Train/13/00013_00017_00028.png
110,98,10,9,101,90,13,Train/13/00013_00017_00029.png
31,32,5,6,26,27,13,Train/13/00013_00018_00000.png
33,32,6,5,28,27,13,Train/13/00013_00018_00001.png
33,33,5,6,28,28,13,Train/13/00013_00018_00002.png
34,33,6,5,29,28,13,Train/13/00013_00018_00003.png
34,35,5,6,29,30,13,Train/13/00013_00018_00004.png
36,34,5,5,31,29,13,Train/13/00013_00018_00005.png
38,36,6,5,33,31,13,Train/13/00013_00018_00006.png
37,38,5,6,32,33,13,Train/13/00013_00018_00007.png
39,39,6,6,34,34,13,Train/13/00013_00018_00008.png
38,38,5,5,33,33,13,Train/13/00013_00018_00009.png
39,39,6,6,34,34,13,Train/13/00013_00018_00010.png
40,41,5,6,35,36,13,Train/13/00013_00018_00011.png
42,43,5,6,37,38,13,Train/13/00013_00018_00012.png
45,44,6,5,40,39,13,Train/13/00013_00018_00013.png
45,46,5,6,40,41,13,Train/13/00013_00018_00014.png
47,47,5,5,42,42,13,Train/13/00013_00018_00015.png
51,48,6,6,46,43,13,Train/13/00013_00018_00016.png
51,49,6,5,46,44,13,Train/13/00013_00018_00017.png
53,53,5,6,48,48,13,Train/13/00013_00018_00018.png
56,52,6,6,51,47,13,Train/13/00013_00018_00019.png
59,56,6,6,54,51,13,Train/13/00013_00018_00020.png
61,58,5,5,56,53,13,Train/13/00013_00018_00021.png
65,62,6,5,60,57,13,Train/13/00013_00018_00022.png
69,68,6,7,63,62,13,Train/13/00013_00018_00023.png
73,70,7,6,67,64,13,Train/13/00013_00018_00024.png
80,73,8,6,73,67,13,Train/13/00013_00018_00025.png
84,81,7,8,77,74,13,Train/13/00013_00018_00026.png
93,85,9,8,85,78,13,Train/13/00013_00018_00027.png
98,95,8,8,90,87,13,Train/13/00013_00018_00028.png
107,100,10,8,98,92,13,Train/13/00013_00018_00029.png
48,44,5,6,43,39,13,Train/13/00013_00019_00000.png
50,44,6,5,44,38,13,Train/13/00013_00019_00001.png
50,45,5,5,45,40,13,Train/13/00013_00019_00002.png
52,47,5,5,46,41,13,Train/13/00013_00019_00003.png
53,48,6,6,48,43,13,Train/13/00013_00019_00004.png
53,47,6,5,48,42,13,Train/13/00013_00019_00005.png
55,49,6,5,49,43,13,Train/13/00013_00019_00006.png
54,50,5,6,49,45,13,Train/13/00013_00019_00007.png
55,50,5,6,49,45,13,Train/13/00013_00019_00008.png
55,50,5,6,50,45,13,Train/13/00013_00019_00009.png
57,52,6,6,52,46,13,Train/13/00013_00019_00010.png
57,53,5,6,52,48,13,Train/13/00013_00019_00011.png
59,52,5,5,54,47,13,Train/13/00013_00019_00012.png
61,54,6,5,56,48,13,Train/13/00013_00019_00013.png
62,55,5,5,57,49,13,Train/13/00013_00019_00014.png
64,57,5,6,59,52,13,Train/13/00013_00019_00015.png
67,58,6,5,61,53,13,Train/13/00013_00019_00016.png
70,60,7,6,63,55,13,Train/13/00013_00019_00017.png
71,61,7,6,65,56,13,Train/13/00013_00019_00018.png
72,62,7,5,65,57,13,Train/13/00013_00019_00019.png
73,64,7,5,66,58,13,Train/13/00013_00019_00020.png
74,68,7,7,68,62,13,Train/13/00013_00019_00021.png
76,70,7,7,70,64,13,Train/13/00013_00019_00022.png
82,72,8,7,74,65,13,Train/13/00013_00019_00023.png
84,73,8,7,77,67,13,Train/13/00013_00019_00024.png
86,75,7,7,79,69,13,Train/13/00013_00019_00025.png
88,78,7,7,81,71,13,Train/13/00013_00019_00026.png
94,81,9,7,85,73,13,Train/13/00013_00019_00027.png
96,83,8,7,88,76,13,Train/13/00013_00019_00028.png
98,87,8,8,90,79,13,Train/13/00013_00019_00029.png
35,32,6,6,30,27,13,Train/13/00013_00020_00000.png
36,33,5,5,30,27,13,Train/13/00013_00020_00001.png
38,36,5,6,33,31,13,Train/13/00013_00020_00002.png
39,38,5,6,33,32,13,Train/13/00013_00020_00003.png
40,38,6,6,35,33,13,Train/13/00013_00020_00004.png
42,38,6,5,37,33,13,Train/13/00013_00020_00005.png
41,39,5,5,35,33,13,Train/13/00013_00020_00006.png
43,40,6,5,38,34,13,Train/13/00013_00020_00007.png
45,42,5,5,40,37,13,Train/13/00013_00020_00008.png
48,43,6,5,42,38,13,Train/13/00013_00020_00009.png
48,45,5,5,42,40,13,Train/13/00013_00020_00010.png
49,46,5,5,44,41,13,Train/13/00013_00020_00011.png
51,48,6,6,45,42,13,Train/13/00013_00020_00012.png
52,46,6,5,47,41,13,Train/13/00013_00020_00013.png
52,49,5,6,46,43,13,Train/13/00013_00020_00014.png
55,52,5,6,50,47,13,Train/13/00013_00020_00015.png
56,52,6,6,51,47,13,Train/13/00013_00020_00016.png
59,55,5,6,54,50,13,Train/13/00013_00020_00017.png
63,59,6,6,57,53,13,Train/13/00013_00020_00018.png
64,60,5,5,59,55,13,Train/13/00013_00020_00019.png
70,64,6,6,64,59,13,Train/13/00013_00020_00020.png
75,72,6,7,69,65,13,Train/13/00013_00020_00021.png
82,74,8,6,75,68,13,Train/13/00013_00020_00022.png
88,81,8,8,81,74,13,Train/13/00013_00020_00023.png
95,85,8,7,87,78,13,Train/13/00013_00020_00024.png
106,94,9,8,97,86,13,Train/13/00013_00020_00025.png
118,106,11,10,108,97,13,Train/13/00013_00020_00026.png
128,113,11,9,117,103,13,Train/13/00013_00020_00027.png
146,130,12,11,133,118,13,Train/13/00013_00020_00028.png
165,144,14,13,151,131,13,Train/13/00013_00020_00029.png
26,25,5,5,20,20,13,Train/13/00013_00021_00000.png
28,27,6,5,23,22,13,Train/13/00013_00021_00001.png
29,28,6,6,24,23,13,Train/13/00013_00021_00002.png
29,27,6,5,24,21,13,Train/13/00013_00021_00003.png
30,28,6,5,25,22,13,Train/13/00013_00021_00004.png
30,29,5,6,25,24,13,Train/13/00013_00021_00005.png
32,30,6,6,27,25,13,Train/13/00013_00021_00006.png
34,30,6,5,29,25,13,Train/13/00013_00021_00007.png
34,31,5,5,29,26,13,Train/13/00013_00021_00008.png
36,33,6,6,31,28,13,Train/13/00013_00021_00009.png
36,31,6,5,31,26,13,Train/13/00013_00021_00010.png
37,33,6,5,32,28,13,Train/13/00013_00021_00011.png
37,34,5,5,32,29,13,Train/13/00013_00021_00012.png
39,36,6,6,34,30,13,Train/13/00013_00021_00013.png
42,37,6,5,36,31,13,Train/13/00013_00021_00014.png
41,36,6,5,36,31,13,Train/13/00013_00021_00015.png
45,39,6,6,39,34,13,Train/13/00013_00021_00016.png
49,41,6,5,43,36,13,Train/13/00013_00021_00017.png
50,43,6,5,45,38,13,Train/13/00013_00021_00018.png
52,47,5,5,46,41,13,Train/13/00013_00021_00019.png
55,51,6,6,49,45,13,Train/13/00013_00021_00020.png
57,52,6,6,51,47,13,Train/13/00013_00021_00021.png
61,56,6,6,56,51,13,Train/13/00013_00021_00022.png
67,60,6,6,61,55,13,Train/13/00013_00021_00023.png
74,67,7,6,68,61,13,Train/13/00013_00021_00024.png
82,73,8,6,75,67,13,Train/13/00013_00021_00025.png
82,82,7,8,75,75,13,Train/13/00013_00021_00026.png
95,91,8,8,86,83,13,Train/13/00013_00021_00027.png
107,98,9,8,98,89,13,Train/13/00013_00021_00028.png
124,110,11,9,113,101,13,Train/13/00013_00021_00029.png
47,44,6,5,42,39,13,Train/13/00013_00022_00000.png
47,45,6,6,42,40,13,Train/13/00013_00022_00001.png
47,44,6,5,42,39,13,Train/13/00013_00022_00002.png
46,44,5,5,41,39,13,Train/13/00013_00022_00003.png
46,46,5,5,41,41,13,Train/13/00013_00022_00004.png
47,46,6,5,42,41,13,Train/13/00013_00022_00005.png
49,48,6,6,43,42,13,Train/13/00013_00022_00006.png
50,50,6,6,45,45,13,Train/13/00013_00022_00007.png
49,49,6,5,44,44,13,Train/13/00013_00022_00008.png
50,50,6,5,45,45,13,Train/13/00013_00022_00009.png
51,51,6,6,45,46,13,Train/13/00013_00022_00010.png
52,52,6,5,46,46,13,Train/13/00013_00022_00011.png
52,52,6,5,47,47,13,Train/13/00013_00022_00012.png
53,53,6,5,48,48,13,Train/13/00013_00022_00013.png
54,55,6,6,49,49,13,Train/13/00013_00022_00014.png
55,55,6,6,49,49,13,Train/13/00013_00022_00015.png
56,57,6,6,50,51,13,Train/13/00013_00022_00016.png
55,58,6,5,50,52,13,Train/13/00013_00022_00017.png
62,72,6,7,59,66,13,Train/13/00013_00022_00018.png
69,76,6,7,63,70,13,Train/13/00013_00022_00019.png
69,77,6,7,63,71,13,Train/13/00013_00022_00020.png
70,80,6,8,64,73,13,Train/13/00013_00022_00021.png
71,79,7,7,65,72,13,Train/13/00013_00022_00022.png
73,82,7,8,66,75,13,Train/13/00013_00022_00023.png
74,83,7,7,68,76,13,Train/13/00013_00022_00024.png
75,86,7,8,69,79,13,Train/13/00013_00022_00025.png
74,85,7,7,68,78,13,Train/13/00013_00022_00026.png
76,87,7,8,70,80,13,Train/13/00013_00022_00027.png
76,92,7,9,70,84,13,Train/13/00013_00022_00028.png
80,92,8,9,73,84,13,Train/13/00013_00022_00029.png
26,32,5,6,20,26,13,Train/13/00013_00023_00000.png
28,32,6,5,22,26,13,Train/13/00013_00023_00001.png
27,34,5,6,22,29,13,Train/13/00013_00023_00002.png
27,33,5,5,22,28,13,Train/13/00013_00023_00003.png
29,34,6,5,23,28,13,Train/13/00013_00023_00004.png
28,36,5,6,23,30,13,Train/13/00013_00023_00005.png
31,35,6,5,25,30,13,Train/13/00013_00023_00006.png
31,36,6,5,26,31,13,Train/13/00013_00023_00007.png
31,38,5,6,26,33,13,Train/13/00013_00023_00008.png
32,40,5,5,27,34,13,Train/13/00013_00023_00009.png
34,40,6,5,29,35,13,Train/13/00013_00023_00010.png
34,41,5,5,28,36,13,Train/13/00013_00023_00011.png
35,43,6,5,30,38,13,Train/13/00013_00023_00012.png
36,44,6,5,31,39,13,Train/13/00013_00023_00013.png
38,47,6,5,32,41,13,Train/13/00013_00023_00014.png
38,49,5,5,33,44,13,Train/13/00013_00023_00015.png
38,51,5,5,33,45,13,Train/13/00013_00023_00016.png
41,54,6,6,36,49,13,Train/13/00013_00023_00017.png
43,56,6,6,38,51,13,Train/13/00013_00023_00018.png
45,59,6,5,40,53,13,Train/13/00013_00023_00019.png
47,63,5,5,42,57,13,Train/13/00013_00023_00020.png
50,69,6,6,45,63,13,Train/13/00013_00023_00021.png
51,72,6,6,46,65,13,Train/13/00013_00023_00022.png
53,76,5,7,48,70,13,Train/13/00013_00023_00023.png
57,83,6,7,52,76,13,Train/13/00013_00023_00024.png
61,93,6,9,56,85,13,Train/13/00013_00023_00025.png
63,99,6,9,58,91,13,Train/13/00013_00023_00026.png
69,108,7,9,63,99,13,Train/13/00013_00023_00027.png
70,123,6,11,63,113,13,Train/13/00013_00023_00028.png
72,135,6,12,66,124,13,Train/13/00013_00023_00029.png
34,34,5,5,29,29,13,Train/13/00013_00024_00000.png
35,34,6,6,29,29,13,Train/13/00013_00024_00001.png
37,35,6,5,31,30,13,Train/13/00013_00024_00002.png
40,38,6,6,35,33,13,Train/13/00013_00024_00003.png
39,38,5,5,34,32,13,Train/13/00013_00024_00004.png
40,38,5,6,34,33,13,Train/13/00013_00024_00005.png
39,38,5,6,34,33,13,Train/13/00013_00024_00006.png
41,39,5,6,36,34,13,Train/13/00013_00024_00007.png
42,40,5,5,37,34,13,Train/13/00013_00024_00008.png
43,40,6,6,38,35,13,Train/13/00013_00024_00009.png
46,43,6,5,41,37,13,Train/13/00013_00024_00010.png
47,43,6,5,42,38,13,Train/13/00013_00024_00011.png
47,44,6,5,42,39,13,Train/13/00013_00024_00012.png
48,47,5,6,43,41,13,Train/13/00013_00024_00013.png
48,47,5,6,43,42,13,Train/13/00013_00024_00014.png
51,46,6,5,45,41,13,Train/13/00013_00024_00015.png
54,50,5,5,49,44,13,Train/13/00013_00024_00016.png
57,51,5,6,52,46,13,Train/13/00013_00024_00017.png
58,54,5,5,53,48,13,Train/13/00013_00024_00018.png
62,57,5,6,57,52,13,Train/13/00013_00024_00019.png
70,60,7,5,64,55,13,Train/13/00013_00024_00020.png
76,64,7,6,70,59,13,Train/13/00013_00024_00021.png
81,71,8,6,74,64,13,Train/13/00013_00024_00022.png
87,78,8,7,80,71,13,Train/13/00013_00024_00023.png
99,86,8,8,91,78,13,Train/13/00013_00024_00024.png
111,94,10,8,102,86,13,Train/13/00013_00024_00025.png
121,104,11,10,110,95,13,Train/13/00013_00024_00026.png
124,111,11,9,114,102,13,Train/13/00013_00024_00027.png
143,129,13,11,131,118,13,Train/13/00013_00024_00028.png
160,137,14,12,147,126,13,Train/13/00013_00024_00029.png
33,31,6,5,28,26,13,Train/13/00013_00025_00000.png
34,33,6,6,29,28,13,Train/13/00013_00025_00001.png
34,32,5,5,28,27,13,Train/13/00013_00025_00002.png
35,34,5,6,29,29,13,Train/13/00013_00025_00003.png
34,31,5,5,29,26,13,Train/13/00013_00025_00004.png
36,35,5,6,31,30,13,Train/13/00013_00025_00005.png
37,34,6,5,32,29,13,Train/13/00013_00025_00006.png
37,36,5,6,32,31,13,Train/13/00013_00025_00007.png
39,37,5,6,33,32,13,Train/13/00013_00025_00008.png
40,37,6,6,35,32,13,Train/13/00013_00025_00009.png
40,38,5,6,35,33,13,Train/13/00013_00025_00010.png
42,39,6,6,37,34,13,Train/13/00013_00025_00011.png
43,39,5,5,37,34,13,Train/13/00013_00025_00012.png
45,40,5,5,39,35,13,Train/13/00013_00025_00013.png
47,42,5,5,42,37,13,Train/13/00013_00025_00014.png
49,45,5,5,43,39,13,Train/13/00013_00025_00015.png
52,47,6,5,46,41,13,Train/13/00013_00025_00016.png
53,50,5,6,48,45,13,Train/13/00013_00025_00017.png
57,51,6,5,52,46,13,Train/13/00013_00025_00018.png
59,53,6,5,53,48,13,Train/13/00013_00025_00019.png
61,57,5,6,56,52,13,Train/13/00013_00025_00020.png
63,58,5,6,58,53,13,Train/13/00013_00025_00021.png
67,60,6,5,61,55,13,Train/13/00013_00025_00022.png
73,65,6,6,67,60,13,Train/13/00013_00025_00023.png
81,70,8,6,74,64,13,Train/13/00013_00025_00024.png
86,74,8,7,79,68,13,Train/13/00013_00025_00025.png
93,83,8,8,85,76,13,Train/13/00013_00025_00026.png
99,92,8,8,91,84,13,Train/13/00013_00025_00027.png
110,101,9,9,101,93,13,Train/13/00013_00025_00028.png
129,116,12,10,118,106,13,Train/13/00013_00025_00029.png
33,36,6,5,28,31,13,Train/13/00013_00026_00000.png
34,37,6,5,28,31,13,Train/13/00013_00026_00001.png
32,39,5,6,27,34,13,Train/13/00013_00026_00002.png
32,40,5,6,27,35,13,Train/13/00013_00026_00003.png
34,40,6,5,29,35,13,Train/13/00013_00026_00004.png
36,44,6,6,31,38,13,Train/13/00013_00026_00005.png
37,45,6,6,32,40,13,Train/13/00013_00026_00006.png
37,45,6,6,32,40,13,Train/13/00013_00026_00007.png
37,45,5,5,32,40,13,Train/13/00013_00026_00008.png
38,46,5,5,33,41,13,Train/13/00013_00026_00009.png
39,49,5,6,34,43,13,Train/13/00013_00026_00010.png
40,49,5,6,35,44,13,Train/13/00013_00026_00011.png
43,49,6,5,37,44,13,Train/13/00013_00026_00012.png
44,53,6,6,39,48,13,Train/13/00013_00026_00013.png
43,54,5,5,38,49,13,Train/13/00013_00026_00014.png
45,59,6,6,39,53,13,Train/13/00013_00026_00015.png
46,59,6,5,41,54,13,Train/13/00013_00026_00016.png
46,60,5,5,41,55,13,Train/13/00013_00026_00017.png
48,62,5,6,42,57,13,Train/13/00013_00026_00018.png
51,65,6,6,45,60,13,Train/13/00013_00026_00019.png
53,69,6,7,47,63,13,Train/13/00013_00026_00020.png
54,75,6,7,49,69,13,Train/13/00013_00026_00021.png
55,76,6,6,50,70,13,Train/13/00013_00026_00022.png
57,82,5,7,52,75,13,Train/13/00013_00026_00023.png
57,83,6,8,52,76,13,Train/13/00013_00026_00024.png
60,93,5,9,55,85,13,Train/13/00013_00026_00025.png
61,100,6,8,56,92,13,Train/13/00013_00026_00026.png
62,108,6,10,57,99,13,Train/13/00013_00026_00027.png
65,117,6,11,60,107,13,Train/13/00013_00026_00028.png
69,123,6,11,63,113,13,Train/13/00013_00026_00029.png
30,31,6,6,25,26,13,Train/13/00013_00027_00000.png
30,31,6,6,25,26,13,Train/13/00013_00027_00001.png
31,31,6,6,26,26,13,Train/13/00013_00027_00002.png
32,32,6,6,27,27,13,Train/13/00013_00027_00003.png
30,31,5,6,25,26,13,Train/13/00013_00027_00004.png
31,32,5,6,26,27,13,Train/13/00013_00027_00005.png
32,32,6,6,27,27,13,Train/13/00013_00027_00006.png
32,33,5,6,27,28,13,Train/13/00013_00027_00007.png
32,33,5,6,27,28,13,Train/13/00013_00027_00008.png
33,32,6,5,28,27,13,Train/13/00013_00027_00009.png
34,31,6,5,29,26,13,Train/13/00013_00027_00010.png
33,31,5,6,28,26,13,Train/13/00013_00027_00011.png
33,31,6,5,28,26,13,Train/13/00013_00027_00012.png
34,32,6,5,29,27,13,Train/13/00013_00027_00013.png
34,34,6,6,29,29,13,Train/13/00013_00027_00014.png
35,33,6,6,30,28,13,Train/13/00013_00027_00015.png
34,34,5,6,29,29,13,Train/13/00013_00027_00016.png
35,34,5,5,30,29,13,Train/13/00013_00027_00017.png
35,34,6,5,30,29,13,Train/13/00013_00027_00018.png
34,35,5,6,29,30,13,Train/13/00013_00027_00019.png
35,35,5,5,30,30,13,Train/13/00013_00027_00020.png
35,34,5,5,30,29,13,Train/13/00013_00027_00021.png
36,34,5,5,31,29,13,Train/13/00013_00027_00022.png
37,36,6,6,32,31,13,Train/13/00013_00027_00023.png
37,36,5,5,32,31,13,Train/13/00013_00027_00024.png
38,37,5,6,33,32,13,Train/13/00013_00027_00025.png
39,37,5,5,34,32,13,Train/13/00013_00027_00026.png
40,39,5,6,35,34,13,Train/13/00013_00027_00027.png
41,38,6,5,36,33,13,Train/13/00013_00027_00028.png
41,39,5,6,36,34,13,Train/13/00013_00027_00029.png
47,46,5,6,42,41,13,Train/13/00013_00028_00000.png
48,46,6,6,43,41,13,Train/13/00013_00028_00001.png
47,46,5,6,42,41,13,Train/13/00013_00028_00002.png
47,46,5,6,42,41,13,Train/13/00013_00028_00003.png
48,46,6,6,43,41,13,Train/13/00013_00028_00004.png
47,46,5,6,42,41,13,Train/13/00013_00028_00005.png
49,47,6,6,44,42,13,Train/13/00013_00028_00006.png
48,46,5,5,43,41,13,Train/13/00013_00028_00007.png
48,46,5,5,43,41,13,Train/13/00013_00028_00008.png
49,46,6,5,44,41,13,Train/13/00013_00028_00009.png
48,46,5,5,43,41,13,Train/13/00013_00028_00010.png
49,45,6,5,44,40,13,Train/13/00013_00028_00011.png
48,45,5,5,43,40,13,Train/13/00013_00028_00012.png
48,45,5,5,43,40,13,Train/13/00013_00028_00013.png
49,45,6,5,44,40,13,Train/13/00013_00028_00014.png
49,45,6,5,44,40,13,Train/13/00013_00028_00015.png
48,45,5,5,43,40,13,Train/13/00013_00028_00016.png
49,45,6,5,44,40,13,Train/13/00013_00028_00017.png
48,45,5,5,43,40,13,Train/13/00013_00028_00018.png
49,45,6,5,44,40,13,Train/13/00013_00028_00019.png
49,46,6,6,44,41,13,Train/13/00013_00028_00020.png
48,46,5,6,43,41,13,Train/13/00013_00028_00021.png
49,47,6,6,44,41,13,Train/13/00013_00028_00022.png
50,46,6,5,44,40,13,Train/13/00013_00028_00023.png
50,47,6,6,45,42,13,Train/13/00013_00028_00024.png
50,47,5,6,44,42,13,Train/13/00013_00028_00025.png
50,48,5,6,44,42,13,Train/13/00013_00028_00026.png
50,48,5,6,44,42,13,Train/13/00013_00028_00027.png
50,47,5,5,45,42,13,Train/13/00013_00028_00028.png
50,47,5,5,45,42,13,Train/13/00013_00028_00029.png
29,30,5,6,24,25,13,Train/13/00013_00029_00000.png
30,31,5,6,25,26,13,Train/13/00013_00029_00001.png
31,30,6,5,26,25,13,Train/13/00013_00029_00002.png
32,31,6,6,27,26,13,Train/13/00013_00029_00003.png
32,30,5,5,27,25,13,Train/13/00013_00029_00004.png
32,32,5,6,27,26,13,Train/13/00013_00029_00005.png
32,31,5,5,27,26,13,Train/13/00013_00029_00006.png
34,33,5,6,29,28,13,Train/13/00013_00029_00007.png
35,33,6,6,30,28,13,Train/13/00013_00029_00008.png
34,33,5,5,29,28,13,Train/13/00013_00029_00009.png
36,34,6,5,31,28,13,Train/13/00013_00029_00010.png
36,34,6,6,31,29,13,Train/13/00013_00029_00011.png
37,34,6,5,32,29,13,Train/13/00013_00029_00012.png
38,35,6,5,33,30,13,Train/13/00013_00029_00013.png
38,37,5,6,33,31,13,Train/13/00013_00029_00014.png
40,37,6,6,35,32,13,Train/13/00013_00029_00015.png
40,39,5,6,35,33,13,Train/13/00013_00029_00016.png
43,40,6,6,38,35,13,Train/13/00013_00029_00017.png
44,41,6,6,38,35,13,Train/13/00013_00029_00018.png
42,40,5,5,37,35,13,Train/13/00013_00029_00019.png
44,40,6,6,39,35,13,Train/13/00013_00029_00020.png
45,41,6,5,40,35,13,Train/13/00013_00029_00021.png
45,42,5,6,40,37,13,Train/13/00013_00029_00022.png
45,44,5,6,40,39,13,Train/13/00013_00029_00023.png
48,43,6,5,42,38,13,Train/13/00013_00029_00024.png
48,44,6,6,43,39,13,Train/13/00013_00029_00025.png
50,46,6,6,45,41,13,Train/13/00013_00029_00026.png
51,46,6,5,46,41,13,Train/13/00013_00029_00027.png
51,46,6,5,46,41,13,Train/13/00013_00029_00028.png
53,48,6,5,48,43,13,Train/13/00013_00029_00029.png
34,33,6,5,29,28,13,Train/13/00013_00030_00000.png
34,35,5,6,29,30,13,Train/13/00013_00030_00001.png
33,33,5,5,28,28,13,Train/13/00013_00030_00002.png
35,35,5,6,29,30,13,Train/13/00013_00030_00003.png
37,36,6,6,31,31,13,Train/13/00013_00030_00004.png
37,35,5,5,32,30,13,Train/13/00013_00030_00005.png
37,36,6,5,32,31,13,Train/13/00013_00030_00006.png
40,37,6,5,34,32,13,Train/13/00013_00030_00007.png
40,37,6,5,35,32,13,Train/13/00013_00030_00008.png
41,39,5,5,35,33,13,Train/13/00013_00030_00009.png
42,41,5,6,37,36,13,Train/13/00013_00030_00010.png
43,42,5,6,38,37,13,Train/13/00013_00030_00011.png
45,43,6,6,40,38,13,Train/13/00013_00030_00012.png
47,45,6,6,42,40,13,Train/13/00013_00030_00013.png
47,45,5,5,41,39,13,Train/13/00013_00030_00014.png
48,46,5,6,43,41,13,Train/13/00013_00030_00015.png
49,48,5,5,44,42,13,Train/13/00013_00030_00016.png
50,50,5,6,45,45,13,Train/13/00013_00030_00017.png
52,51,5,6,47,46,13,Train/13/00013_00030_00018.png
56,52,5,6,51,47,13,Train/13/00013_00030_00019.png
60,55,6,6,55,50,13,Train/13/00013_00030_00020.png
61,58,6,6,56,53,13,Train/13/00013_00030_00021.png
68,62,7,5,62,57,13,Train/13/00013_00030_00022.png
70,63,6,5,64,58,13,Train/13/00013_00030_00023.png
77,70,7,6,71,64,13,Train/13/00013_00030_00024.png
82,76,8,7,75,70,13,Train/13/00013_00030_00025.png
92,83,9,7,84,76,13,Train/13/00013_00030_00026.png
97,88,9,7,89,81,13,Train/13/00013_00030_00027.png
